,transaction_date_time,payment_key,customer_key,time_key,item_key,store_key,item_name,item_description,customer_name,customer_upazila,customer_district,customer_division,quarter,store_size,store_city,store_upazila,store_district,store_division,quantity,unit,unit_price,total_price
1084,05-12-2020 21:15,P002,C001798,T04153,I00194,S0024,Detour Lower Sugar Protein Bar,Food - Healthy,sunita,Keranigong,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,12,bars,23.0,276.0
1085,15-12-2019 18:36,P031,C000853,T03901,I00067,S0024,Gatorade Lemon Lime 12oz,Beverage - Gatorade,kiran,Bashundhara R/A,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,7,bottles,8.0,56.0
1086,20-06-2019 22:38,P030,C001779,T02601,I00138,S0024,Foam Coffee Cups - 12 ounce,Dishware - Cups Hot,aaysha,Megna,Comilla,Chittagong,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,875,ct,32.0,28000.0
1087,20-07-2018 06:29,P037,C000709,T00729,I00028,S0024,Sprite Zero - 12 pack,a. Beverage - Soda,priyanka,Bishwanath,Sylhet,Sylhet,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,3,cans,6.75,20.25
1088,31-10-2014 00:41,P020,C000830,T00288,I00172,S0024,Hershey Chocoalte Minatures Assort.,Food - Chocolate,tina,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,33,oz,19.0,627.0
1089,28-12-2021 04:34,P029,C000685,T03485,I00178,S0024,M&M Variety Full Size Bags,Food - Chocolate,neha,Mirpur-1,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,21,ct,26.0,546.0
1090,27-05-2019 18:56,P033,C000209,T02699,I00069,S0024,Gatorade Frost Variety 12 oz,Beverage - Gatorade,charan jeet singh,Megna,Comilla,Chittagong,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,13,bottles,17.5,227.5
1091,06-12-2019 01:46,P039,C000515,T02851,I00106,S0024,Community Coffee Dark Roast,Coffee Ground,nanagram,Mirpur-1,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,10,oz,17.0,170.0
1092,16-02-2014 06:41,P034,C001622,T01446,I00227,S0024,Keebler Cookie & Cracker Variety,Food - Sweets,puja,Farmgate,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,25,pk,15.0,375.0
1093,09-11-2021 17:12,P020,C001195,T00630,I00022,S0024,Mountain Dew - 12 oz cans,a. Beverage - Soda,gulafsa,Megna,Comilla,Chittagong,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,11,cans,16.25,178.75
1094,23-03-2020 17:44,P022,C001935,T04721,I00210,S0024,Quaker Instant Oatmeal Variety ,Food - Healthy,mrs. leela,Bishwanath,Sylhet,Sylhet,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,15,ct,15.0,225.0
1095,22-02-2017 05:33,P032,C000978,T04072,I00163,S0024,Goldfish Pepperidge Farm Cheddar 1.5oz ,Food - Chips,noojo khatoon,Bashundhara R/A,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,1,bags,15.0,15.0
1096,03-12-2020 20:36,P018,C000166,T09276,I00073,S0024,Gatorade X-Factor Fierce Variety 20 oz,Beverage - Gatorade,kunal @ kannu,Megna,Comilla,Chittagong,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,10,bottles,20.0,200.0
1097,17-04-2021 22:00,P038,C001313,T08740,I00128,S0024,Sweet N Low Sweetener,Coffee Sweetener,meghana,Shyamoli,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,1239,pk,16.0,19824.0
1098,30-04-2018 16:54,P014,C001315,T08494,I00201,S0024,Kind  Bars Variety Pack 1.4 oz ,Food - Healthy,garima,Shyamoli,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,bars,23.0,115.0
1099,10-04-2018 14:58,P035,C001632,T03911,I00047,S0024,Waterloo Sparkling Lime 12oz,a. Beverage Sparkling Water,madam sahnaj,Keranigong,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,6,cans,8.0,48.0
1100,16-06-2021 09:56,P037,C000364,T04328,I00130,S0024,Hefty Supreme Foam Bowls 12oz,Dishware - Bowls,lal babu prasad,Bishwanath,Sylhet,Sylhet,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,49,ct,14.0,686.0
1101,18-05-2017 14:50,P026,C000413,T07530,I00042,S0024,Topo Chico 12 oz glass,a. Beverage Sparkling Water,neeraj kumar,Bashundhara R/A,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,bottles,28.0,140.0
1102,27-11-2018 05:38,P016,C000022,T01476,I00116,S0024,K Cups Dunkin Donuts Medium Roast,Coffee K-Cups,rahul,Mohammadpur,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,41,ct,48.0,1968.0
1103,26-01-2016 14:07,P021,C001125,T05666,I00137,S0024,Foam Coffee Cups - 08 ounce,Dishware - Cups Hot,hemlata,Savar,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,122,ct,24.0,2928.0
1104,07-03-2018 04:03,P023,C000428,T08592,I00076,S0024,Diet Fuze Iced Tea,Beverage - Iced Tea,abhimanyu,Gournadi,Barishal,Barishal,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,6,cans,6.75,40.5
1105,15-06-2014 22:38,P023,C000884,T01487,I00105,S0024,Njoy Creamer Packs,Coffee Creamer,aarti,Uttara,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,877,ct,16.5,14470.5
1106,15-11-2014 16:11,P008,C000489,T08642,I00065,S0024,G2 Lo Calorie Variety 20 oz,Beverage - Gatorade,naveen,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,17,bottles,20.0,340.0
1107,18-07-2019 10:49,P002,C001806,T09558,I00032,S0024,La Croix Sparkling Cran-Raspberry 12 oz,a. Beverage Sparkling Water,rachna,Savar,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,8,cans,16.0,128.0
1108,21-06-2016 10:14,P038,C000827,T05870,I00249,S0024,Clorox Bleach Large Jugs,Kitchen Supplies,seema,Mohammadpur,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,pack,16.0,32.0
1109,19-01-2017 17:57,P008,C001022,T09886,I00029,S0024,Sunkist Orange - 12 oz cans,a. Beverage - Soda,priya,Mirpur-1,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,13,cans,11.5,149.5
1110,10-10-2014 05:00,P038,C000156,T08436,I00150,S0024,Baked Chips Variety Mix Frito,Food - Chips,yogesh,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,7,bags,16.0,112.0
1111,09-11-2019 03:49,P009,C000081,T01664,I00046,S0024,Waterloo Sparkling Lemon 12oz,a. Beverage Sparkling Water,nanku prasad,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,6,cans,8.0,48.0
1112,29-08-2021 00:06,P026,C000706,T08225,I00047,S0024,Waterloo Sparkling Lime 12oz,a. Beverage Sparkling Water,sarojani,Mirpur-1,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,cans,8.0,40.0
1113,04-08-2015 14:41,P034,C000638,T09570,I00104,S0024,Njoy Creamer Canister 16 oz,Coffee Creamer,arjun singh,Keranigong,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,ct,14.0,28.0
1114,29-03-2022 08:33,P030,C000051,T07435,I00124,S0024,Njoy Sugar Canister 22 oz,Coffee Sweetener,anil kumar,Mirpur-1,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,7,ct,15.0,105.0
1115,25-05-2022 11:50,P009,C000888,T04822,I00007,S0024,Coke Classic 12 oz cans,a. Beverage - Soda,rosy massey,Farmgate,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,3,cans,6.75,20.25
1116,14-11-2015 00:33,P002,C000683,T00162,I00027,S0024,Sprite - 12 oz cans,a. Beverage - Soda,anita,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,3,cans,16.25,48.75
1117,02-02-2014 08:57,P034,C000116,T01578,I00106,S0024,Community Coffee Dark Roast,Coffee Ground,ajay narayan,Mirpur-1,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,34,oz,17.0,578.0
1118,25-03-2019 09:33,P037,C001325,T04241,I00201,S0024,Kind  Bars Variety Pack 1.4 oz ,Food - Healthy,montu,Agargaon,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,11,bars,23.0,253.0
1119,15-01-2016 16:33,P007,C000433,T04005,I00195,S0024,Dole Fruit in Gel Cups 4.3 oz,Food - Healthy,ram dayal,Savar,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,10,ct,12.5,125.0
1120,04-05-2022 10:29,P025,C000891,T06007,I00074,S0024,Gatorade Zero Variety 20 oz,Beverage - Gatorade,poonam,Gournadi,Barishal,Barishal,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,9,bottles,20.0,180.0
1121,19-06-2021 15:40,P018,C001230,T03881,I00065,S0024,G2 Lo Calorie Variety 20 oz,Beverage - Gatorade,ruzina khatun,Bashundhara R/A,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,6,bottles,20.0,120.0
1122,17-10-2015 00:27,P037,C001473,T09085,I00131,S0024,Paper Bowls 20 oz Ultra Strong,Dishware - Bowls,harneet kaur,Bishwanath,Sylhet,Sylhet,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,71,ct,14.0,994.0
1123,22-08-2021 01:39,P036,C001068,T04609,I00134,S0024,Red Plastic Cups 18oz,Dishware - Cups Cold,rizwana khatun,Savar,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,70,ct,16.0,1120.0
1124,14-08-2021 02:04,P001,C001898,T09189,I00211,S0024,"Sargento Bal. Breaks (fruit, nut, cheese)",Food - Healthy,manpreet,Bashundhara R/A,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,3,ct,15.0,45.0
1125,20-01-2017 14:47,P013,C000428,T04393,I00132,S0024,Clear Plastic 12 oz Cups,Dishware - Cups Cold,abhimanyu,Gournadi,Barishal,Barishal,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,245,ct,14.0,3430.0
1126,17-07-2016 04:26,P035,C000756,T03871,I00132,S0024,Clear Plastic 12 oz Cups,Dishware - Cups Cold,smt. gyatri devi,Bashundhara R/A,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,257,ct,14.0,3598.0
1127,14-08-2015 23:56,P008,C000756,T04942,I00247,S0024,Cascade Gel w/ Dawn Dishwasher,Kitchen Supplies,smt. gyatri devi,Bashundhara R/A,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,30,oz,15.0,450.0
1128,24-01-2022 18:23,P031,C001965,T05748,I00122,S0024,Equal Sweetener,Coffee Sweetener,gajala parveen,Savar,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,795,ct,15.0,11925.0
1129,22-07-2020 20:51,P039,C001941,T02836,I00154,S0024,Chex Mix Original,Food - Chips,muskan,Megna,Comilla,Chittagong,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,8,Bags,15.0,120.0
1130,01-09-2019 09:08,P027,C001683,T00154,I00073,S0024,Gatorade X-Factor Fierce Variety 20 oz,Beverage - Gatorade,santoshi,Bishwanath,Sylhet,Sylhet,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,1,bottles,20.0,20.0
1131,22-05-2019 15:00,P008,C001772,T01148,I00051,S0024,Monster Java 15 oz,Beverage - Energy/Protein ,kavita,Kharpara,B.Baria,Chittagong,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,cans,23.0,46.0
1132,06-06-2014 21:30,P013,C001478,T09950,I00262,S0024,Strong Everyday Napkins,Kitchen Supplies,jyoti,Mirpur-1,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,204,ct,14.0,2856.0
1133,17-07-2022 03:08,P018,C000485,T00837,I00182,S0024,Reese's Pieces Peanutbutter Candy,Food - Chocolate,baban @ suresh,Keranigong,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,36,oz,15.0,540.0
1134,05-02-2016 06:58,P009,C001390,T03699,I00113,S0024,K Cups - McCafe Premium Roast,Coffee K-Cups,smt. vidhya tiwari,Bashundhara R/A,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,33,ct,42.0,1386.0
1135,05-04-2021 16:38,P025,C000814,T05395,I00131,S0024,Paper Bowls 20 oz Ultra Strong,Dishware - Bowls,shiv kumari,Bashundhara R/A,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,14,ct,14.0,196.0
1136,01-05-2015 10:05,P014,C000849,T02428,I00088,S0024,Welch's 100% Juice Variety10 oz,Beverage - Juice,chandni,Uttara,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,4,bottles,17.0,68.0
1137,16-01-2020 08:07,P038,C001383,T06110,I00107,S0024,Dunkin Donuts Original Blend,Coffee Ground,prema devi,Mohammadpur,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,27,oz,20.0,540.0
1138,12-01-2022 00:18,P027,C001583,T06750,I00236,S0024,Altoids Small Packs Variety,Gum - Mints,purnima gosawmi,Mirpur-1,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,10,tins,12.0,120.0
1139,21-06-2022 14:04,P022,C000823,T07967,I00070,S0024,Gatorade Liberty Variety 12 oz,Beverage - Gatorade,lalita,Mohammadpur,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,19,bottles,17.5,332.5
1140,13-02-2018 21:20,P034,C000684,T05208,I00169,S0024,Sun Chips Variety Pack,Food - Chips,reena,Gournadi,Barishal,Barishal,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,17,ct,17.0,289.0
1141,09-01-2019 02:05,P023,C001990,T05223,I00128,S0024,Sweet N Low Sweetener,Coffee Sweetener,rekha,Megna,Comilla,Chittagong,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,66,pk,16.0,1056.0
1142,30-01-2021 21:42,P023,C001202,T02357,I00066,S0024,Gatorade Frost Variety 20 oz ,Beverage - Gatorade,gulista,Bishwanath,Sylhet,Sylhet,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,9,bottles,20.0,180.0
1143,05-11-2018 17:11,P018,C000357,T06612,I00046,S0024,Waterloo Sparkling Lemon 12oz,a. Beverage Sparkling Water,amit kumar shukla,Bashundhara R/A,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,6,cans,8.0,48.0
1144,21-01-2016 01:48,P001,C000789,T09962,I00240,S0024,Ice Breaker Mints Sugar Free ,Gum - Mints,suman,Shyamoli,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,3,ct,14.0,42.0
1145,10-03-2017 14:00,P038,C001630,T06873,I00234,S0024,Spunkmeyer Muffin Variety,Food - Sweets,poonam mishra,Mohammadpur,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,14,ct,13.0,182.0
1146,29-09-2022 14:14,P015,C001154,T03227,I00258,S0024,Lysol Disinfectant Spray 19 oz,Kitchen Supplies,manju devi,Uttara,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,1,pk,21.0,21.0
1147,25-03-2021 09:47,P037,C001086,T08890,I00035,S0024,La Croix Sparkling Lime 12 oz,a. Beverage Sparkling Water,babli,Mirpur-1,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,14,cans,16.0,224.0
1148,07-10-2018 13:36,P036,C001989,T07760,I00094,S0024,Ozarka Spring Water Mini 8oz,Beverage Water,tuba fatima,Agargaon,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,39,bottles,11.0,429.0
1149,16-06-2014 14:32,P027,C000880,T08613,I00061,S0024,Red Bull 12oz,Beverage - Energy/Protein,,Mohammadpur,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,22,cans,55.0,1210.0
1150,24-08-2014 12:06,P009,C001953,T01732,I00217,S0024,Unsalted Premium Blend Nuts,Food - Nuts,rubi,Megna,Comilla,Chittagong,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,1,oz,20.5,20.5
1151,07-10-2021 05:25,P021,C000846,T06507,I00012,S0024,Diet Dr. Pepper - 12 oz cans,a. Beverage - Soda,pooja,Shyamoli,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,31,cans,16.25,503.75
1152,11-01-2016 12:29,P015,C000733,T03306,I00150,S0024,Baked Chips Variety Mix Frito,Food - Chips,layba noor,Savar,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,15,bags,16.0,240.0
1153,14-07-2020 20:35,P008,C001527,T09841,I00043,S0024,Topo Chico 20oz plastic,a. Beverage Sparkling Water,smt laxmi,Mohammadpur,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,7,bottles,24.0,168.0
1154,26-07-2016 17:36,P035,C001668,T05474,I00122,S0024,Equal Sweetener,Coffee Sweetener,neha,Megna,Comilla,Chittagong,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,471,ct,15.0,7065.0
1155,29-11-2020 06:09,P029,C000083,T04180,I00073,S0024,Gatorade X-Factor Fierce Variety 20 oz,Beverage - Gatorade,balraj,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,bottles,20.0,40.0
1156,03-12-2021 08:25,P009,C000083,T01942,I00194,S0024,Detour Lower Sugar Protein Bar,Food - Healthy,balraj,Savar,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,19,bars,23.0,437.0
1157,09-07-2019 10:02,P035,C000611,T05771,I00062,S0024,Red Bull 16oz,Beverage - Energy/Protein,anuj tiwari,Bishwanath,Sylhet,Sylhet,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,cans,37.0,185.0
1158,19-07-2018 03:32,P003,C001747,T09263,I00014,S0024,Diet Mountain Dew 12oz cans,a. Beverage - Soda,babli,Mogbazar,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,cans,6.75,33.75
1159,08-12-2021 08:47,P003,C000785,T06538,I00139,S0024,Foam Coffee Cups - 16 ounce,Dishware - Cups Hot,swati joshi,Keranigong,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,444,ct,24.0,10656.0
1160,13-11-2017 14:17,P003,C000631,T03049,I00208,S0024,Nature Valley Sweet/Salty Peanut Bars      ,Food - Healthy,akash,Keranigong,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,ct,14.0,28.0
1161,18-11-2020 12:25,P003,C000328,T00497,I00167,S0024,Pringles Snak Stacks Variety,Food - Chips,ashu,Bishwanath,Sylhet,Sylhet,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,33,ct,14.0,462.0
1162,29-08-2019 18:46,P008,C001489,T01125,I00150,S0024,Baked Chips Variety Mix Frito,Food - Chips,kafia,Gournadi,Barishal,Barishal,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,22,bags,16.0,352.0
1163,03-03-2016 02:10,P024,C000794,T03416,I00217,S0024,Unsalted Premium Blend Nuts,Food - Nuts,pooja prajapati @ pratibha,Uttara,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,32,oz,20.5,656.0
1164,21-10-2014 11:19,P018,C001790,T03099,I00146,S0024,Paper Plates 8.5 inch Ultra Strong,Dishware - Plates,neha,Uttara,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,94,ct,21.0,1974.0
1165,07-09-2019 18:43,P025,C000433,T06106,I00072,S0024,Gatorade Variety 20 oz ,Beverage - Gatorade,ram dayal,Savar,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,20,bottles,20.0,400.0
1166,17-12-2015 16:12,P022,C000484,T00263,I00109,S0024,Folgers Classic Roast Coffee,Coffee Ground,vijay kumar,Shyamoli,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,oz,17.0,34.0
1167,19-04-2019 06:45,P013,C000390,T09504,I00236,S0024,Altoids Small Packs Variety,Gum - Mints,gajender kumar,Bashundhara R/A,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,tins,12.0,60.0
1168,18-12-2014 22:36,P007,C000074,T05349,I00054,S0024,Monster Zero Ultra 16 oz,Beverage - Energy/Protein,ramvilash,Farmgate,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,21,cans,40.0,840.0
1169,23-08-2019 03:39,P022,C001267,T07333,I00027,S0024,Sprite - 12 oz cans,a. Beverage - Soda,priyanka,Gournadi,Barishal,Barishal,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,31,cans,16.25,503.75
1170,12-10-2016 09:31,P035,C000374,T04011,I00014,S0024,Diet Mountain Dew 12oz cans,a. Beverage - Soda,ranveer singh,Bashundhara R/A,Dhaka,Dhaka,Q4,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,7,cans,6.75,47.25
1171,01-06-2020 09:34,P030,C000757,T03406,I00152,S0024,Cheez It Original Crackers 1.5oz,Food - Chips,shehnaz,Gournadi,Barishal,Barishal,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,40,bags,15.0,600.0
1172,18-03-2019 15:24,P024,C000581,T03352,I00155,S0024,Doritos Nacho Cheese 1 oz,Food - Chips,ombir singh,Mohammadpur,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,15,bags,17.0,255.0
1173,29-05-2020 02:43,P016,C001837,T07579,I00134,S0024,Red Plastic Cups 18oz,Dishware - Cups Cold,aayana,Bishwanath,Sylhet,Sylhet,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,64,ct,16.0,1024.0
1174,27-02-2021 01:29,P010,C000775,T03334,I00161,S0024,Frito Fiesta Flavors Variety,Food - Chips,basnti,Shyamoli,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,6,Bags,17.0,102.0
1175,16-09-2014 16:11,P029,C000617,T03214,I00200,S0024,Kind  Bars Mini Variety Pack 0.7 oz ,Food - Healthy,aasto,Megna,Comilla,Chittagong,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,11,bars,20.0,220.0
1176,08-06-2021 16:47,P029,C000255,T01813,I00100,S0024,Coffee-mate Original Powdered Creamer,Coffee Cream,sanavvar,Bashundhara R/A,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,oz.,10.0,20.0
1177,11-05-2022 06:03,P013,C000245,T00030,I00116,S0024,K Cups Dunkin Donuts Medium Roast,Coffee K-Cups,ashfaq,Bashundhara R/A,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,65,ct,48.0,3120.0
1178,30-08-2018 11:45,P023,C000703,T08037,I00212,S0024,Sargento String Cheese 0.75oz,Food - Healthy,versa,Keranigong,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,3,ct,12.0,36.0
1179,30-08-2015 14:52,P021,C001680,T09197,I00179,S0024,Mars Chocolate Favorites,Food - Chocolate,sangeeta,Megna,Comilla,Chittagong,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,57,ct,19.0,1083.0
1180,13-02-2018 02:37,P017,C001379,T04091,I00054,S0024,Monster Zero Ultra 16 oz,Beverage - Energy/Protein,parwati,Farmgate,Dhaka,Dhaka,Q1,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,10,cans,40.0,400.0
1181,23-06-2022 18:49,P019,C001595,T00702,I00240,S0024,Ice Breaker Mints Sugar Free ,Gum - Mints,hemani,Savar,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,5,ct,14.0,70.0
1182,27-05-2018 10:07,P034,C000917,T05024,I00151,S0024,Cheetos Flamin' Hot 1 oz,Food - Chips,km sunita,Megna,Comilla,Chittagong,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,15,bags,17.0,255.0
1183,24-09-2015 22:34,P021,C000133,T02800,I00237,S0024,Breath Savers Peppermints 12/roll ,Gum - Mints,harman singh,Agargaon,Dhaka,Dhaka,Q3,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,23,ct,16.0,368.0
1184,17-05-2016 23:33,P002,C001659,T07336,I00258,S0024,Lysol Disinfectant Spray 19 oz,Kitchen Supplies,kiran @ vina,Savar,Dhaka,Dhaka,Q2,high,Rajshahi,Rajshahi,Rajshahi,Rajshahi,2,pk,21.0,42.0
1185,22-05-2020 14:55,P008,C000929,T00256,I00192,S0008,Cliff Energy Bars Variety Pack,Food - Healthy,roshni,Mohammadpur,Dhaka,Dhaka,Q2,medium,Sunamganj,Jamalganj,Sunamganj,Sylhet,16,ct,24.0,384.0
1186,27-04-2019 10:17,P028,C001007,T02393,I00185,S0008,Apple Sauce Variety GoGO Squeeze 3.2oz,Food - Healthy,batloon w/o garib ulla,Mogbazar,Dhaka,Dhaka,Q2,medium,Sunamganj,Jamalganj,Sunamganj,Sylhet,14,ct,14.0,196.0
1187,06-07-2017 08:14,P028,C001934,T00628,I00156,S0008,Flamin Hot Chip Mix 1oz,Food - Chips,pooja  d/o,Bishwanath,Sylhet,Sylhet,Q3,medium,Sunamganj,Jamalganj,Sunamganj,Sylhet,4,bags,17.0,68.0
1188,10-01-2020 21:33,P006,C001438,T02281,I00111,S0008,K Cups Hot Cocoa,Coffee Hot Cocoa,sonam,Bashundhara R/A,Dhaka,Dhaka,Q1,medium,Sunamganj,Jamalganj,Sunamganj,Sylhet,1,ct,16.0,16.0
1189,03-12-2016 06:26,P016,C000942,T04078,I00052,S0008,Monster Lo-Carb 16 oz,Beverage - Energy/Protein,nandu,Keranigong,Dhaka,Dhaka,Q4,medium,Sunamganj,Jamalganj,Sunamganj,Sylhet,15,cans,40.0,600.0
